45.6159782376,-122.690757299
45.5359820864,-122.711004967
45.5753770542,-122.697517697
45.5048348067,-122.648660759
45.4660732028,-122.705938689
45.489472087,-122.676241793
45.5335197436,-122.560571076
45.4892821379,-122.595917647
45.5224877514,-122.526101184
45.5534139697,-122.686118052
45.5247401261,-122.710724054
45.5069236376,-122.528366794
45.5138019479,-122.500682866
45.4758458756,-122.614556402
45.4691237183,-122.619454315
45.5833004743,-122.742108019
45.5221744505,-122.647524093
45.5634010998,-122.661426176
45.6004054648,-122.635257388
45.5193204901,-122.64552598
45.5258656482,-122.679180399
45.5303901567,-122.704614516
45.511288034,-122.616147265
45.4866772512,-122.61096168
45.4835047392,-122.727077751
45.5189857909,-122.545141803
45.5342921909,-122.57644898
45.5165213028,-122.62295404
45.5611599526,-122.661462084
45.5328858665,-122.646675612
45.496210835,-122.552454514
45.4921889235,-122.601956846
45.5871922201,-122.666877346
45.4906466318,-122.716726828
45.5717275847,-122.601433262
45.519892916,-122.690215918
45.5732033068,-122.657534846
45.4867961744,-122.546144965
45.5053475233,-122.603758462
45.5482846851,-122.614697857
45.5200992742,-122.546832403
45.5865439681,-122.724217051
45.4562755258,-122.680853015
45.4866753331,-122.616813427
45.5637829492,-122.593224619
45.5437019993,-122.604587755
45.5855913866,-122.698506377
45.506485945,-122.541801794
45.5299756531,-122.688466607
45.4821160677,-122.673371946
45.5088126604,-122.519716189
45.487428885,-122.537797519
45.5305766885,-122.694578505
45.5451967761,-122.653461093
45.5307927129,-122.55034776
45.5015941556,-122.614179715
45.5445368663,-122.588995436
45.5294608078,-122.537704993
45.5217298126,-122.70441192
45.4972233417,-122.53315138
45.5221060178,-122.486764896
45.5913533965,-122.745149954
45.5316858725,-122.565089405
45.5528050678,-122.495629455
45.5136380317,-122.653667998
45.5393948584,-122.629059079
45.4731888439,-122.628233163
45.4875478034,-122.540516588
45.557290115,-122.654644019
45.5123003886,-122.491398298
45.501937632,-122.627248185
45.5034485158,-122.584366095
45.5272157832,-122.644446161
45.5109950923,-122.596059447
45.5019392066,-122.628580483
45.5983351526,-122.734843687
45.5088088282,-122.683002324
45.5840793226,-122.715394836
45.5212993432,-122.69820457
45.5937987314,-122.731028611
45.5336827854,-122.597673844
45.5080750817,-122.563265458
45.5045281906,-122.571748732
45.474524075,-122.58299346
45.486558931,-122.578875165
45.5702683028,-122.547504982
45.5024559442,-122.593656556
45.4975036073,-122.653842025
45.582355974,-122.715417996
45.5033628585,-122.626235374
45.5349275496,-122.690668556
45.5613074038,-122.695145612
45.4654168139,-122.59319769
45.5203515928,-122.588071419
45.549606842,-122.680919103
45.5983820765,-122.747016254
45.5221638603,-122.690129629
45.549641879,-122.592255644
45.4973931593,-122.508079579
45.5684350106,-122.646631371
45.5309145688,-122.573598514
45.5165635142,-122.617783253
45.5448053691,-122.676260814
45.519079862,-122.68149871
45.5138730861,-122.549393994
45.5586401473,-122.571288366
45.4668691694,-122.584635101
45.5886392016,-122.739529396
45.466465608,-122.658996681
45.5315223085,-122.627175923
45.4867836391,-122.541873914
45.4604025388,-122.713465688
45.4962604148,-122.489927079
45.5271106697,-122.552465951
45.5074235922,-122.652407439
45.556351746,-122.645831915
45.5199898308,-122.673469293
45.5802550306,-122.686885045
45.507482362,-122.554592948
45.5228065517,-122.582430455
45.4759773825,-122.564709306
45.5326030972,-122.700743788
45.4973277364,-122.722009245
45.4931317151,-122.591186812
45.5006346831,-122.648696759
45.5717213316,-122.620378552
45.5030125607,-122.487333185
45.4594817046,-122.684945074
45.4743681136,-122.63744924
45.484488481,-122.676793411
45.5090777313,-122.684008299
45.5453160382,-122.499425783
45.4950116427,-122.671937278
45.5229669817,-122.689218813
45.4676830497,-122.645048775
45.4636041657,-122.642975265
45.5739950989,-122.560906468
45.5576475184,-122.633827475
45.4778896369,-122.650737249
45.5580440801,-122.668972668
45.5104936262,-122.49509767
45.4358853207,-122.703133203
45.5143065615,-122.624506216
45.5264959261,-122.643930824
45.4772586375,-122.559836359
45.4806186757,-122.61543777
45.524624609,-122.583519032
45.546888401,-122.599384192
45.5202866832,-122.625848385
45.5178539155,-122.634786685
45.4896139423,-122.65096838
45.5525978497,-122.549489999
45.5045844806,-122.483380215
45.5602002613,-122.625532105
45.555441282,-122.64681485
45.5164986775,-122.658674317
45.562664065,-122.5888642
45.5375149113,-122.551569103
45.5408391799,-122.549004298
45.4768745443,-122.584195246
45.5157340868,-122.537703997
45.556694096,-122.620402825
45.5819814415,-122.697234186
45.5264653986,-122.63589772
45.4829963062,-122.707892495
45.5821458614,-122.664963223
45.5641147308,-122.671258082
45.5074084509,-122.508198103
45.5337152684,-122.605324333
45.4954707814,-122.607174696
45.5735108599,-122.683226645
45.533030542,-122.775838142
45.4718955529,-122.613974154
45.5218889903,-122.683421498
45.4468958428,-122.729707229
45.5042217789,-122.510596642
45.5533241098,-122.662634798
45.5320533594,-122.612709226
45.5087754576,-122.622736115
45.5171680563,-122.632324253
45.5210834338,-122.680423238
45.5915291616,-122.714303543
45.5150139023,-122.621528766
45.5157908569,-122.657710892
45.5252012205,-122.676501662
45.4973137613,-122.514467001
45.5520527047,-122.670117335
45.535125369,-122.611940535
45.4724843504,-122.685437648
45.5200599891,-122.654638829
45.5495885911,-122.580748752
45.5696565959,-122.654123714
45.4932276443,-122.513735156
45.5678855919,-122.607428899
45.4646022899,-122.677991584
45.4975827608,-122.636576867
45.4747732449,-122.53211771
45.5517615445,-122.540335976
45.5853699577,-122.714546142
45.4991407182,-122.494967148
45.5853384894,-122.718410445
45.4833100071,-122.629357394
45.5232827667,-122.511919345
45.5735647088,-122.554537702
45.5339920582,-122.702786623
45.5553873342,-122.554722394
45.4607572499,-122.653002236
45.518327554,-122.555637632
45.5563207833,-122.636891541
45.5092987723,-122.731851672
45.4949245132,-122.546821302
45.4791816493,-122.617471906
45.5575973508,-122.500210216
45.5089427635,-122.589618607
45.4972740319,-122.531882046
45.5320038662,-122.5665066
45.5362492891,-122.532970089
45.4965890677,-122.702679531
45.5161646748,-122.693335903
45.4932781797,-122.520400923
45.4974880998,-122.61010932
45.5610969961,-122.573344271
45.5429446423,-122.72073923
45.5554504732,-122.648766341
45.5191060577,-122.687283031
45.5185772915,-122.638099359
45.5228789139,-122.603308699
45.5902736673,-122.658613406
45.6098244592,-122.673637415
45.4718592755,-122.621044499
45.5004930445,-122.493821705
45.4740259742,-122.577032657
45.5510463513,-122.585793368
45.5054890986,-122.620317271
45.5322503065,-122.603137818
45.5489270324,-122.598351342
45.5364602057,-122.649460022
45.5604358446,-122.674989348
45.4826245925,-122.555708713
45.5466257049,-122.593297819
45.4710596452,-122.597144496
45.4698100798,-122.622579116
45.478428047,-122.611393201
45.4957024333,-122.598368516
45.4837477344,-122.586654532
45.5160924031,-122.601994006
45.5053350109,-122.606025135
45.4719577614,-122.633397393
45.4561038801,-122.729369998
45.5120713744,-122.637131021
45.5638778138,-122.664759235
45.5450776441,-122.510086897
45.4682472503,-122.71413619
45.5115021723,-122.654696572
45.4805203287,-122.580906562
45.5301739994,-122.573600724
45.4598276059,-122.568616162
45.5445585374,-122.585921659
45.5179368497,-122.659725395
45.5809606227,-122.68217809
45.4506973159,-122.725334938
45.4789366601,-122.581606401
45.5040641088,-122.524741828
45.5651188985,-122.628625812
45.5148136505,-122.529996492
45.5082292039,-122.508532202
45.552118967,-122.679820817
45.5333159426,-122.700770417
